abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,korean_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,Eon Pok?mon,100,1250000,2,80,Latiosラティオス,Latios,라티오스,100,381,160,120,110,dragon,psychic,60,3,1
['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,Sea Basin Pok?mon,90,1250000,4.5,100,Kyogreカイオ?ガ,Kyogre,가이오가,,382,180,160,90,water,,352,3,1
['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,Continent Pok?mon,160,1250000,3.5,100,Groudonグラ?ドン,Groudon,그란돈,,383,150,90,90,ground,,950,3,1
['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,Sky High Pok?mon,100,1250000,7,105,Rayquazaレックウザ,Rayquaza,레쿠쟈,,384,180,100,115,dragon,flying,206.5,3,1
['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish Pok?mon,100,1250000,0.3,100,Jirachiジラ?チ,Jirachi,지라치,,385,100,100,100,steel,psychic,1.1,3,1
['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,DNA Pok?mon,90,1250000,1.7,50,Deoxysデオキシス,Deoxys,테오키스,,386,95,90,180,psychic,,60.8,3,1
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,45,Tiny Leaf Pok?mon,64,1059860,0.4,55,Naetleナエトル,Turtwig,모부기,88.1,387,45,55,31,grass,,10.2,4,0
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,Grove Pok?mon,85,1059860,1.1,75,Hayashigameハヤシガメ,Grotle,수풀부기,88.1,388,55,65,36,grass,,97,4,0
"['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,45,Continent Pok?mon,105,1059860,2.2,95,Dodaitoseドダイトス,Torterra,토대부기,88.1,389,75,85,56,grass,ground,310,4,0
"['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,309,45,Chimp Pok?mon,44,1059860,0.5,44,Hikozaruヒコザル,Chimchar,불꽃숭이,88.1,390,58,44,61,fire,,6.2,4,0
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,Playful Pok?mon,52,1059860,0.9,64,Moukazaruモウカザル,Monferno,파이숭이,88.1,391,78,52,81,fire,fighting,22,4,0
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,Flame Pok?mon,71,1059860,1.2,76,Goukazaruゴウカザル,Infernape,초염몽,88.1,392,104,71,108,fire,fighting,55,4,0
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,Penguin Pok?mon,53,1059860,0.4,53,Pochamaポッチャマ,Piplup,팽도리,88.1,393,61,56,40,water,,5.2,4,0
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,Penguin Pok?mon,68,1059860,0.8,64,Pottaishiポッタイシ,Prinplup,팽태자,88.1,394,81,76,50,water,,23,4,0
"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,45,Emperor Pok?mon,88,1059860,1.7,84,Emperteエンペルト,Empoleon,엠페르트,88.1,395,111,101,60,water,steel,84.5,4,0
"['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,245,255,Starling Pok?mon,30,1059860,0.3,40,Mukkuruムックル,Starly,찌르꼬,50,396,30,30,60,normal,flying,2,4,0
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,120,Starling Pok?mon,50,1059860,0.6,55,Mukubirdムクバ?ド,Staravia,찌르버드,50,397,40,40,80,normal,flying,15.5,4,0
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Predator Pok?mon,70,1059860,1.2,85,Mukuhawkムクホ?ク,Staraptor,찌르호크,50,398,50,60,100,normal,flying,24.9,4,0
"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,Plump Mouse Pok?mon,40,1000000,0.5,59,Bippaビッパ,Bidoof,비버니,50,399,35,40,31,normal,,20,4,0
"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,Beaver Pok?mon,60,1000000,1,79,Beadaruビ?ダル,Bibarel,비버통,50,400,55,60,71,normal,water,31.5,4,0
"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,Cricket Pok?mon,41,1059860,0.3,37,Korobohshiコロボ?シ,Kricketot,귀뚤뚜기,50,401,25,41,25,bug,,2.2,4,0
"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,Cricket Pok?mon,51,1059860,1,77,Korotockコロトック,Kricketune,귀뚤톡크,50,402,55,51,65,bug,,25.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,Flash Pok?mon,34,1059860,0.5,45,Kolinkコリンク,Shinx,꼬링크,50,403,40,34,45,electric,,9.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,Spark Pok?mon,49,1059860,0.9,60,Luxioルクシオ,Luxio,럭시오,50,404,60,49,60,electric,,30.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,Gleam Eyes Pok?mon,79,1059860,1.4,80,Rentorarレントラ?,Luxray,렌트라,50,405,95,79,70,electric,,42,4,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,Bud Pok?mon,35,1059860,0.2,40,Subomieスボミ?,Budew,꼬몽울,50,406,50,70,55,grass,poison,1.2,4,0
"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,Bouquet Pok?mon,65,1059860,0.9,60,Roseradeロズレイド,Roserade,로즈레이드,50,407,125,105,90,grass,poison,14.5,4,0
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,Head Butt Pok?mon,40,600000,0.9,67,Zugaidosズガイドス,Cranidos,두개도스,88.1,408,30,30,58,rock,,31.5,4,0
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,Head Butt Pok?mon,60,600000,1.6,97,Rampaldラムパルド,Rampardos,램펄드,88.1,409,65,50,58,rock,,102.5,4,0
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,Shield Pok?mon,118,600000,0.5,30,Tatetopsタテトプス,Shieldon,방패톱스,88.1,410,42,88,30,rock,steel,57,4,0
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,Shield Pok?mon,168,600000,1.3,60,Toridepsトリデプス,Bastiodon,바리톱스,88.1,411,47,138,30,rock,steel,149.5,4,0
"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,Bagworm Pok?mon,45,1000000,0.2,40,Minomucchiミノムッチ,Burmy,도롱충이,50,412,29,45,36,bug,,3.4,4,0
"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,Bagworm Pok?mon,95,1000000,0.5,60,Minomadam (kusaki No Mino)ミノマダム,Wormadam,도롱마담,0,413,69,95,36,bug,grass,6.5,4,0
"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,Moth Pok?mon,50,1000000,0.9,70,Gamaleガ?メイル,Mothim,나메일,100,414,94,50,66,bug,flying,23.3,4,0
"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,Tiny Bee Pok?mon,42,1059860,0.3,30,Mitsuhoneyミツハニ?,Combee,세꿀버리,88.1,415,30,42,70,bug,flying,5.5,4,0
"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,Beehive Pok?mon,102,1059860,1.2,70,Beequenビ?クイン,Vespiquen,비퀸,0,416,80,102,40,bug,flying,38.5,4,0
"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,EleSquirrel Pok?mon,70,1000000,0.4,60,Pachirisuパチリス,Pachirisu,파치리스,50,417,45,90,95,electric,,3.9,4,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,Sea Weasel Pok?mon,35,1000000,0.7,55,Buoyselブイゼル,Buizel,브이젤,50,418,60,30,85,water,,29.5,4,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,Sea Weasel Pok?mon,55,1000000,1.1,85,Floazelフロ?ゼル,Floatzel,플로젤,50,419,85,50,115,water,,33.5,4,0
['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,Cherry Pok?mon,45,1000000,0.4,45,Cherinboチェリンボ,Cherubi,체리버,50,420,62,53,35,grass,,3.3,4,0
['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,Blossom Pok?mon,70,1000000,0.5,70,Cherrimチェリム,Cherrim,체리꼬,50,421,87,78,85,grass,,9.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,Sea Slug Pok?mon,48,1000000,0.3,76,Karanakushiカラナクシ,Shellos,깝질무,50,422,57,62,34,water,,6.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,Sea Slug Pok?mon,68,1000000,0.9,111,Tritodonトリトドン,Gastrodon,트리토돈,50,423,92,82,39,water,ground,29.9,4,0
"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,Long Tail Pok?mon,66,800000,1.2,75,Etebothエテボ?ス,Ambipom,겟핸보숭,50,424,60,66,115,normal,,20.3,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,Balloon Pok?mon,34,1640000,0.4,90,Fuwanteフワンテ,Drifloon,흔들풍손,50,425,60,44,70,ghost,flying,1.2,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,Blimp Pok?mon,44,1640000,1.2,150,Fuwarideフワライド,Drifblim,둥실라이드,50,426,90,54,80,ghost,flying,15,4,0
"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,Rabbit Pok?mon,44,1000000,0.4,55,Mimirolミミロル,Buneary,이어롤,50,427,44,56,85,normal,,5.5,4,0
"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,Rabbit Pok?mon,94,1000000,1.2,65,Mimilopミミロップ,Lopunny,이어롭,50,428,54,96,135,normal,,33.3,4,0
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,Magical Pok?mon,60,800000,0.9,60,Mumargiムウマ?ジ,Mismagius,무우마직,50,429,105,105,105,ghost,,4.4,4,0
"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,Big Boss Pok?mon,52,1059860,0.9,100,Dongkarasuドンカラス,Honchkrow,돈크로우,50,430,105,52,71,dark,flying,27.3,4,0
"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,Catty Pok?mon,42,800000,0.5,49,Nyarmarニャルマ?,Glameow,나옹마,24.6,431,42,37,85,normal,,3.9,4,0
"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,Tiger Cat Pok?mon,64,800000,1,71,Bunyattoブニャット,Purugly,몬냥이,24.6,432,64,59,112,normal,,43.8,4,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,Bell Pok?mon,50,800000,0.2,45,Lisyanリ?シャン,Chingling,랑딸랑,50,433,65,50,45,psychic,,0.6,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,Skunk Pok?mon,47,1000000,0.4,63,Skunpuuスカンプ?,Stunky,스컹뿡,50,434,41,41,74,poison,dark,19.2,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,Skunk Pok?mon,67,1000000,1,103,Skutankスカタンク,Skuntank,스컹탱크,50,435,71,61,84,poison,dark,38,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,Bronze Pok?mon,86,1000000,0.5,57,Dohmirrorド?ミラ?,Bronzor,동미러,,436,24,86,23,steel,psychic,60.5,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,Bronze Bell Pok?mon,116,1000000,1.3,67,Dohtakunド?タクン,Bronzong,동탁군,,437,79,116,33,steel,psychic,187,4,0
"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,Bonsai Pok?mon,95,1000000,0.5,50,Usohachiウソハチ,Bonsly,꼬지지,50,438,10,45,10,rock,,15,4,0
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,Mime Pok?mon,45,1000000,0.6,20,Maneneマネネ,Mime Jr.,흉내내,50,439,70,90,60,psychic,fairy,13,4,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,Playhouse Pok?mon,5,800000,0.6,100,Pinpukuピンプク,Happiny,핑복,0,440,15,65,30,normal,,24.4,4,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,Music Note Pok?mon,45,1059860,0.5,76,Perapペラップ,Chatot,페라페,50,441,92,42,91,normal,flying,1.9,4,0
"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,Forbidden Pok?mon,108,1000000,1,50,Mikarugeミカルゲ,Spiritomb,화강돌,50,442,92,108,35,ghost,dark,108,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,Land Shark Pok?mon,45,1250000,0.7,58,Fukamaruフカマル,Gible,딥상어동,50,443,40,45,42,dragon,ground,20.5,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,Cave Pok?mon,65,1250000,1.4,68,Gabiteガバイト,Gabite,한바이트,50,444,50,55,82,dragon,ground,56,4,0
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,Mach Pok?mon,115,1250000,1.9,108,Gaburiasガブリアス,Garchomp,한카리아스,50,445,120,95,92,dragon,ground,95,4,0
"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,Big Eater Pok?mon,40,1250000,0.6,135,Gonbeゴンベ,Munchlax,먹고자,88.1,446,40,85,5,normal,,105,4,0
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,Emanation Pok?mon,40,1059860,0.7,40,Rioluリオル,Riolu,리오르,88.1,447,35,40,60,fighting,,20.2,4,0
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,Aura Pok?mon,88,1059860,1.2,70,Lucarioルカリオ,Lucario,루카리오,88.1,448,140,70,112,fighting,steel,54,4,0
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,Hippo Pok?mon,78,1250000,0.8,68,Hippopotasヒポポタス,Hippopotas,히포포타스,50,449,38,42,32,ground,,49.5,4,0
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight Pok?mon,118,1250000,2,108,Kabaldonカバルドン,Hippowdon,하마돈,50,450,68,72,47,ground,,300,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,Scorpion Pok?mon,90,1250000,0.8,40,Scorupiスコルピ,Skorupi,스콜피,50,451,30,55,65,poison,bug,12,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,Ogre Scorp Pok?mon,110,1250000,1.3,70,Dorapionドラピオン,Drapion,드래피온,50,452,60,75,95,poison,dark,61.5,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,Toxic Mouth Pok?mon,40,1000000,0.7,48,Gureggruグレッグル,Croagunk,삐딱구리,50,453,61,40,50,poison,fighting,23,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,Toxic Mouth Pok?mon,65,1000000,1.3,83,Dokurogドクロッグ,Toxicroak,독개굴,50,454,86,65,85,poison,fighting,44.4,4,0
['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,Bug Catcher Pok?mon,72,1250000,1.4,74,Muskippaマスキッパ,Carnivine,무스틈니,50,455,90,72,46,grass,,27,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,Wing Fish Pok?mon,56,600000,0.4,49,Keikouoケイコウオ,Finneon,형광어,50,456,49,61,66,water,,7,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon Pok?mon,76,600000,1.2,69,Neolantネオラント,Lumineon,네오라이트,50,457,69,86,91,water,,24,4,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite Pok?mon,50,1250000,1,45,Tamantaタマンタ,Mantyke,타만타,50,458,60,120,50,water,flying,65,4,0
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,Frosted Tree Pok?mon,50,1250000,1,60,Yukikaburiユキカブリ,Snover,눈쓰개,50,459,62,60,40,grass,ice,50.5,4,0
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,Frosted Tree Pok?mon,105,1250000,2.2,90,Yukinoohユキノオ?,Abomasnow,눈설왕,50,460,132,105,30,grass,ice,135.5,4,0
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,Sharp Claw Pok?mon,65,1059860,1.1,70,Manyulaマニュ?ラ,Weavile,포푸니라,50,461,45,85,125,dark,ice,34,4,0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area Pok?mon,115,1000000,1.2,70,Jibacoilジバコイル,Magnezone,자포코일,,462,130,90,60,electric,steel,180,4,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking Pok?mon,95,1000000,1.7,110,Berobeltベロベルト,Lickilicky,내룸벨트,50,463,80,95,50,normal,,140,4,0
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill Pok?mon,130,1250000,2.4,115,Dosidonドサイドン,Rhyperior,거대코뿌리,50,464,55,55,40,ground,rock,282.8,4,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine Pok?mon,125,1000000,2,100,Mojumboモジャンボ,Tangrowth,덩쿠림보,50,465,110,50,50,grass,,128.6,4,0
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt Pok?mon,67,1000000,1.8,75,Elekibleエレキブル,Electivire,에레키블,75.4,466,95,85,95,electric,,138.6,4,0
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast Pok?mon,67,1000000,1.6,75,Booburnブ?バ?ン,Magmortar,마그마번,75.4,467,125,95,83,fire,,68,4,0
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee Pok?mon,95,800000,1.5,85,Togekissトゲキッス,Togekiss,토게키스,88.1,468,120,115,80,fairy,flying,38,4,0
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner Pok?mon,86,1000000,1.9,86,Megayanmaメガヤンマ,Yanmega,메가자리,50,469,116,56,95,bug,flying,51.5,4,0
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant Pok?mon,130,1000000,1,65,Leafiaリ?フィア,Leafeon,리피아,88.1,470,60,65,95,grass,,25.5,4,0
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow Pok?mon,110,1000000,0.8,65,Glaciaグレイシア,Glaceon,글레이시아,88.1,471,130,95,65,ice,,25.9,4,0
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp Pok?mon,125,1059860,2,75,Glionグライオン,Gliscor,글라이온,50,472,45,75,95,ground,flying,42.5,4,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk Pok?mon,80,1250000,2.5,110,Mammooマンム?,Mamoswine,맘모꾸리,50,473,70,60,80,ice,ground,291,4,0
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual Pok?mon,70,1000000,0.9,85,Porygon-zポリゴンＺ,Porygon-Z,폴리곤Z,,474,135,75,90,normal,,34,4,0
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,Blade Pok?mon,95,1250000,1.6,68,Erureidoエルレイド,Gallade,엘레이드,100,475,65,115,110,psychic,fighting,52,4,0
